Manufacturer,Model Number,Description,Safety Certification,Nameplate Pmax,PTC,Notes,Design Qualification Certification (Optional Submission),Performance Evaluation (Optional Submission),Family,Technology,A_c,N_s,N_p,BIPV,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax_ low,VPmax_ low,IPmax_ NOCT,VPmax_ NOCT,Mounting,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
Trina Solar,TSM-345DE14A.08(II),345 W Monocrystalline Module,UL 1703,345,310.9,,No Information Submitted,No Information Submitted,Monocrystalline,Multi-c-Si,1.94,72,1,N,9.5,46.7,9,38.4,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.8,38.46,7.17,34.39,Rack,Flat Plate,0.992,1.956,1,0.201100344,,11/15/2017
Trina Solar,TSM-345DE151M(II),345 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730,345,320.5,,3/7/2022,No Information Submitted,Monocrystalline,Mono-c-Si,1.93,60,2,N,10.56,41.2,10,34.5,44.9,-0.357,0.033,-0.273,,,2.03,32.41,8.09,31.3,,,,,,,5/2/2022,
Trina Solar,TSM-345DE151M.08(II),345 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730,345,320.5, ,3/7/2022,No Information Submitted,Monocrystalline,Mono-c-Si,1.93,60,2,N,10.56,41.2,10,34.5,44.9,-0.357,0.033,-0.273,,,2.03,32.41,8.09,31.3,,,,,,,5/2/2022,
Trina Solar,TSM-345DE151M.T0(II),345 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730,345,320.5,,3/7/2022,No Information Submitted,Monocrystalline,Mono-c-Si,1.93,60,2,N,10.56,41.2,10,34.5,44.9,-0.357,0.033,-0.273,,,2.03,32.41,8.09,31.3,,,,,,,5/2/2022,
Trina Solar,TSM-345DE151M.T8(II),345 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730,345,320.5,,3/7/2022,No Information Submitted,Monocrystalline,Mono-c-Si,1.93,60,2,N,10.56,41.2,10,34.5,44.9,-0.357,0.033,-0.273,,,2.03,32.41,8.09,31.3,,,,,,,5/2/2022,
Trina Solar,TSM-345DEG14(II),345 W Double Glass Monocrystalline Module,UL 1703,345,313.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.962,72,1,N,9.5,46.7,9,38.4,46.2,-0.4246,0.0546,-0.3014,-0.0194,-0.4077,1.82,38.39,7.23,34.64,Rack,Flat Plate,0.992,1.978,1,0.202262025,,11/15/2017
Trina Solar,TSM-345DEG14.07(II),345 W Double Glass Monocrystalline Module,UL 1703,345,313.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.962,72,1,N,9.5,46.7,9,38.4,46.2,-0.4246,0.0546,-0.3014,-0.0194,-0.4077,1.82,38.39,7.23,34.64,Rack,Flat Plate,0.992,1.978,1,0.202262025,,11/15/2017
Trina Solar,TSM-345DEG14.40(II),345 W Double Glass Monocrystalline Module,UL 1703,345,313.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.962,72,1,N,9.5,46.7,9,38.4,46.2,-0.4246,0.0546,-0.3014,-0.0194,-0.4077,1.82,38.39,7.23,34.64,Rack,Flat Plate,0.992,1.978,1,0.202262025,,11/15/2017
Trina Solar,TSM-345DEG14.47(II),345 W Double Glass Monocrystalline Module,UL 1703,345,313.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.962,72,1,N,9.5,46.7,9,38.4,46.2,-0.4246,0.0546,-0.3014,-0.0194,-0.4077,1.82,38.39,7.23,34.64,Rack,Flat Plate,0.992,1.978,1,0.202262025,,11/15/2017
Trina Solar,TSM-345DEG14C.07(II),345 W_ 72 cell double glass bifacial Monocrystalline module_ clear backsheet_ 1000V max system Vdc,UL 1703,345,316.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.96,72,,N,9.47,47.4,8.85,39,44.4,-0.42,0.038,-0.289,-0.03,-0.395,1.79,37.58,7.19,35.5,,,,,,,6/1/2018,
Trina Solar,TSM-345PE14H,345 W_ 144 half cut cell polycrystalline module_ white backsheet_ silver frame_ 1500V max system Vdc,UL 1703,345,319.5,,3/29/2018,No Information Submitted,Polycrystalline,Multi-c-Si,1.96,48,3,N,9.55,46.3,9.14,37.8,45.4,-0.36,0.0546-0.298,1.806,35.995,1.81,35.99,7.34,35.4,,,,,,,4/2/2019,
Trina Solar,TSM-345PE15H,345 W_ 144 half-cut cell polycrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730_ UL 1703,345,320.3,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.99,48,3,N,9.62,46.4,9.15,37.7,44.3,-0.367,0.045,-0.299,,,1.77,36.29,7.15,35.4,,,,,,,9/16/2019,3/11/2020
Trina Solar,TSM-345PE15H.T0,345 W_ 144 half-cut cell polycrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730_ UL 1703,345,320.3,,9/6/2019,No Information Submitted,Polycrystalline,Multi-c-Si,1.99,48,3,N,9.62,46.4,9.15,37.7,44.3,-0.367,0.045,-0.299,,,1.77,36.29,7.15,35.4,,,,,,,10/1/2019,3/11/2020
Trina Solar,TSM-345PEG15H.20(II),345 W_ 144 half-cut doubleglass polycrystalline module_ white backsheet_ 1500V max system Vdc,UL 1703,345,318,,6/27/2019,No Information Submitted,Polycrystalline,Multi-c-Si,2.03,48,3,N,9.62,46.4,9.15,37.7,45.6,-0.373,0.042,-0.299,,,1.77,36.4,7.24,35.3,,,,,,,11/15/2019,
Trina Solar,TSM-350DD14A(II),350 W Monocrystalline Module,UL 1703,350,315.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.6,46.9,9.09,38.5,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.82,38.56,7.24,34.48,Rack,Flat Plate,0.992,1.956,1,0.200731137,,11/15/2017
Trina Solar,TSM-350DD14A.05(II),350 W Monocrystalline Module,UL 1703,350,315.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.6,46.9,9.09,38.5,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.82,38.56,7.24,34.48,Rack,Flat Plate,0.992,1.956,1,0.200731137,,11/15/2017
Trina Solar,TSM-350DD14A.08(II),350 W Monocrystalline Module,UL 1703,350,315.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.6,46.9,9.09,38.5,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.82,38.56,7.24,34.48,Rack,Flat Plate,0.992,1.956,1,0.200731137,,11/15/2017
Trina Solar,TSM-350DD14A.10(II),350 W Monocrystalline Module,UL 1703,350,315.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.6,46.9,9.09,38.5,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.82,38.56,7.24,34.48,Rack,Flat Plate,0.992,1.956,1,0.200731137,,11/15/2017
Trina Solar,TSM-350DD14A.15(II),350 W Monocrystalline Module,UL 1703,350,315.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.6,46.9,9.09,38.5,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.82,38.56,7.24,34.48,Rack,Flat Plate,0.992,1.956,1,0.200731137,,11/15/2017
Trina Solar,TSM-350DD14A.18(II),350 W Monocrystalline Module,UL 1703,350,315.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.6,46.9,9.09,38.5,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.82,38.56,7.24,34.48,Rack,Flat Plate,0.992,1.956,1,0.200731137,,11/15/2017
Trina Solar,TSM-350DD151M(II),350 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1000V max system Vdc,UL 61730,350,325.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.92,60,2,N,10.6,41.2,10.1,34.6,44.9,-0.357,0.033,-0.273,,,2.05,32.51,8.17,31.4,,,,,,,5/2/2022,
Trina Solar,TSM-350DD151M.08(II),350 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1000V max system Vdc,UL 61730,350,325.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.92,60,2,N,10.6,41.2,10.1,34.6,44.9,-0.357,0.033,-0.273,,,2.05,32.51,8.17,31.4,,,,,,,5/2/2022,
Trina Solar,TSM-350DD151M.T0(II),350 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1000V max system Vdc,UL 61730,350,325.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.92,60,2,N,10.6,41.2,10.1,34.6,44.9,-0.357,0.033,-0.273,,,2.05,32.51,8.17,31.4,,,,,,,5/2/2022,
Trina Solar,TSM-350DD151M.T8(II),350 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1000V max system Vdc,UL 61730,350,325.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.92,60,2,N,10.6,41.2,10.1,34.6,44.9,-0.357,0.033,-0.273,,,2.05,32.51,8.17,31.4,,,,,,,5/2/2022,
Trina Solar,TSM-350DE14A(II),350 W Monocrystalline Module,UL 1703,350,315.5,,No Information Submitted,No Information Submitted,Monocrystalline,Multi-c-Si,1.94,72,1,N,9.6,46.9,9.09,38.5,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.82,38.56,7.24,34.48,Rack,Flat Plate,0.992,1.956,1,0.200731137,,11/15/2017
Trina Solar,TSM-350DE14A.08(II),350 W Monocrystalline Module,UL 1703,350,315.5,,No Information Submitted,No Information Submitted,Monocrystalline,Multi-c-Si,1.94,72,1,N,9.6,46.9,9.09,38.5,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.82,38.56,7.24,34.48,Rack,Flat Plate,0.992,1.956,1,0.200731137,,11/15/2017
Trina Solar,TSM-350DE14H(II),350 W_ 144 half cut cell monocrystalline module_ white backsheet_ silver frame_ 1500V max system Vdc,UL 1703,350,326,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.96,48,3,N,9.6,46.5,9.13,38.4,44.4,-0.353,0.045,-0.274,-0.006,-0.348,1.81,37.38,7.36,36.4,,,,,,,3/1/2019,
Trina Solar,TSM-350DE151M(II),350 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730,350,325.2,,3/7/2022,No Information Submitted,Monocrystalline,Mono-c-Si,1.93,60,2,N,10.6,41.2,10.1,34.6,44.9,-0.357,0.033,-0.273,,,2.05,32.51,8.17,31.4,,,,,,,5/2/2022,
Trina Solar,TSM-350DE151M.08(II),350 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730,350,325.2, ,3/7/2022,No Information Submitted,Monocrystalline,Mono-c-Si,1.93,60,2,N,10.6,41.2,10.1,34.6,44.9,-0.357,0.033,-0.273,,,2.05,32.51,8.17,31.4,,,,,,,5/2/2022,
Trina Solar,TSM-350DE151M.T0(II),350 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730,350,325.2,,3/7/2022,No Information Submitted,Monocrystalline,Mono-c-Si,1.93,60,2,N,10.6,41.2,10.1,34.6,44.9,-0.357,0.033,-0.273,,,2.05,32.51,8.17,31.4,,,,,,,5/2/2022,
Trina Solar,TSM-350DE151M.T8(II),350 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730,350,325.2,,3/7/2022,No Information Submitted,Monocrystalline,Mono-c-Si,1.93,60,2,N,10.6,41.2,10.1,34.6,44.9,-0.357,0.033,-0.273,,,2.05,32.51,8.17,31.4,,,,,,,5/2/2022,
Trina Solar,TSM-350DEG14(II),350 W Double Glass Monocrystalline Module,UL 1703,350,318.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.962,72,1,N,9.6,46.9,9.09,38.5,46.2,-0.4246,0.0546,-0.3014,-0.0194,-0.4077,1.84,38.49,7.3,34.73,Rack,Flat Plate,0.992,1.978,1,0.201890685,,11/15/2017
Trina Solar,TSM-350DEG14.07(II),350 W Double Glass Monocrystalline Module,UL 1703,350,318.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.962,72,1,N,9.6,46.9,9.09,38.5,46.2,-0.4246,0.0546,-0.3014,-0.0194,-0.4077,1.84,38.49,7.3,34.73,Rack,Flat Plate,0.992,1.978,1,0.201890685,,11/15/2017
Trina Solar,TSM-350DEG14.40(II),350 W Double Glass Monocrystalline Module,UL 1703,350,318.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.962,72,1,N,9.6,46.9,9.09,38.5,46.2,-0.4246,0.0546,-0.3014,-0.0194,-0.4077,1.84,38.49,7.3,34.73,Rack,Flat Plate,0.992,1.978,1,0.201890685,,11/15/2017
Trina Solar,TSM-350DEG14.47(II),350 W Double Glass Monocrystalline Module,UL 1703,350,318.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.962,72,1,N,9.6,46.9,9.09,38.5,46.2,-0.4246,0.0546,-0.3014,-0.0194,-0.4077,1.84,38.49,7.3,34.73,Rack,Flat Plate,0.992,1.978,1,0.201890685,,11/15/2017
Trina Solar,TSM-350DEG14C.07(II),350W_ 72 cell double glass bifacial Monocrystalline module_ clear backsheet_ 1000V max system Vdc,UL 1703,350,321.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.96,72,,N,9.54,47.6,8.93,39.2,44.4,-0.42,0.038,-0.289,-0.03,-0.395,1.81,37.77,7.25,35.6,,,,,,,6/1/2018,7/16/2018
Trina Solar,TSM-350DEG14C.27(II),350 W_ 72 cell double glass bifacial monocrystalline module_ clear laminate_ 1500V max system Vdc,UL 1703,350,325.3,,11/8/2018,No Information Submitted,Monocrystalline,Mono-c-Si,1.96,72,1,N,9.54,47.6,8.93,39.2,44.3,-0.365,0.042,-0.28,,,1.8,37.6,7.25,36,,,,,,,5/1/2019,
Trina Solar,TSM-350PE15H,350 W_ 144 half-cut cell polycrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730_ UL 1703,350,325,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.99,48,3,N,9.71,46.7,9.23,37.9,44.3,-0.367,0.045,-0.296,,,1.79,36.49,7.22,35.6,,,,,,,9/16/2019,3/11/2020
Trina Solar,TSM-350PE15H.T0,350 W_ 144 half-cut cell polycrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730_ UL 1703,350,325,,9/6/2019,No Information Submitted,Polycrystalline,Multi-c-Si,1.99,48,3,N,9.71,46.7,9.23,37.9,44.3,-0.367,0.045,-0.299,,,1.79,36.49,7.22,35.6,,,,,,,10/1/2019,3/11/2020
Trina Solar,TSM-350PEG15H.20(II),350 W_ 144 half-cut doubleglass polycrystalline module_ white backsheet_ 1500V max system Vdc,UL 1703,350,322.7,,6/27/2019,No Information Submitted,Polycrystalline,Multi-c-Si,2.03,48,3,N,9.71,46.7,9.23,37.9,45.6,-0.373,0.042,-0.299,,,1.78,36.6,7.3,35.5,,,,,,,11/15/2019,
Trina Solar,TSM-355DD14A(II),355 W Monocrystalline Module,UL 1703,355,320.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.69,47,9.17,38.7,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.84,38.76,7.3,34.66,Rack,Flat Plate,0.992,1.956,1,0.200682787,,11/15/2017
Trina Solar,TSM-355DD14A.05(II),355 W Monocrystalline Module,UL 1703,355,320.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.69,47,9.17,38.7,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.84,38.76,7.3,34.66,Rack,Flat Plate,0.992,1.956,1,0.200682787,,11/15/2017
Trina Solar,TSM-355DD14A.08(II),355 W Monocrystalline Module,UL 1703,355,320.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.69,47,9.17,38.7,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.84,38.76,7.3,34.66,Rack,Flat Plate,0.992,1.956,1,0.200682787,,11/15/2017
Trina Solar,TSM-355DD14A.10(II),355 W Monocrystalline Module,UL 1703,355,320.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.69,47,9.17,38.7,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.84,38.76,7.3,34.66,Rack,Flat Plate,0.992,1.956,1,0.200682787,,11/15/2017
Trina Solar,TSM-355DD14A.15(II),355 W Monocrystalline Module,UL 1703,355,320.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.69,47,9.17,38.7,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.84,38.76,7.3,34.66,Rack,Flat Plate,0.992,1.956,1,0.200682787,,11/15/2017
Trina Solar,TSM-355DD14A.18(II),355 W Monocrystalline Module,UL 1703,355,320.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.69,47,9.17,38.7,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.84,38.76,7.3,34.66,Rack,Flat Plate,0.992,1.956,1,0.200682787,,11/15/2017
Trina Solar,TSM-355DD151M(II),355 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1000V max system Vdc,UL 61730,355,330,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.92,60,2,N,10.7,41.6,10.2,34.8,44.9,-0.357,0.033,-0.273,,,2.07,32.69,8.25,31.6,,,,,,,5/2/2022,
Trina Solar,TSM-355DD151M.08(II),355 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1000V max system Vdc,UL 61730,355,330,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.92,60,2,N,10.7,41.6,10.2,34.8,44.9,-0.357,0.033,-0.273,,,2.07,32.69,8.25,31.6,,,,,,,5/2/2022,
Trina Solar,TSM-355DD151M.T0(II),355 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1000V max system Vdc,UL 61730,355,330,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.92,60,2,N,10.7,41.6,10.2,34.8,44.9,-0.357,0.033,-0.273,,,2.07,32.69,8.25,31.6,,,,,,,5/2/2022,
Trina Solar,TSM-355DD151M.T8(II),355 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1000V max system Vdc,UL 61730,355,330,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.92,60,2,N,10.7,41.6,10.2,34.8,44.9,-0.357,0.033,-0.273,,,2.07,32.69,8.25,31.6,,,,,,,5/2/2022,
Trina Solar,TSM-355DE06X.05(II),355 W_ 132 half cut cell monocrystalline module_ black backsheet and frame_ 1500V max system Vdc,UL 61730,355,329.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.82,66,2,N,10.24,44.6,9.66,36.8,46.5,-0.339,0.037,-0.264,,,1.9,36.53,7.55,35.2,,,,,,,7/1/2021,
Trina Solar,TSM-355DE14A(II),355 W Monocrystalline Module,UL 1703,355,320.2,,No Information Submitted,No Information Submitted,Monocrystalline,Multi-c-Si,1.94,72,1,N,9.69,47,9.17,38.7,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.84,38.76,7.3,34.66,Rack,Flat Plate,0.992,1.956,1,0.200682787,,11/15/2017
Trina Solar,TSM-355DE14A.08(II),355 W Monocrystalline Module,UL 1703,355,320.2,,No Information Submitted,No Information Submitted,Monocrystalline,Multi-c-Si,1.94,72,1,N,9.69,47,9.17,38.7,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.84,38.76,7.3,34.66,Rack,Flat Plate,0.992,1.956,1,0.200682787,,11/15/2017
Trina Solar,TSM-355DE14H(II),355 W_ 144 half cut cell monocrystalline module_ white backsheet_ silver frame_ 1500V max system Vdc,UL 1703,355,330.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.96,48,3,N,9.68,46.9,9.21,38.6,44.4,-0.353,0.045,-0.274,-0.006,-0.348,1.83,37.57,7.43,36.6,,,,,,,3/1/2019,
Trina Solar,TSM-355DE151M(II),355 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730,355,330,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.93,60,2,N,10.7,41.6,10.2,34.8,44.9,-0.357,0.033,-0.273,,,2.07,32.69,8.25,31.6,,,,,,,5/2/2022,
Trina Solar,TSM-355DE151M.08(II),355 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730,355,330, ,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.93,60,2,N,10.7,41.6,10.2,34.8,44.9,-0.357,0.033,-0.273,,,2.07,32.69,8.25,31.6,,,,,,,5/2/2022,
Trina Solar,TSM-355DE151M.T0(II),355 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730,355,330,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.93,60,2,N,10.7,41.6,10.2,34.8,44.9,-0.357,0.033,-0.273,,,2.07,32.69,8.25,31.6,,,,,,,5/2/2022,
Trina Solar,TSM-355DE151M.T8(II),355 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730,355,330,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.93,60,2,N,10.7,41.6,10.2,34.8,44.9,-0.357,0.033,-0.273,,,2.07,32.69,8.25,31.6,,,,,,,5/2/2022,
Trina Solar,TSM-355DEG14(II),355 W Double Glass Monocrystalline Module,UL 1703,355,323.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.962,72,1,N,9.69,47,9.17,38.7,46.2,-0.4246,0.0546,-0.3014,-0.0194,-0.4077,1.85,38.69,7.37,34.91,Rack,Flat Plate,0.992,1.978,1,0.201842055,,11/15/2017
Trina Solar,TSM-355DEG14.07(II),355 W Double Glass Monocrystalline Module,UL 1703,355,323.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.962,72,1,N,9.69,47,9.17,38.7,46.2,-0.4246,0.0546,-0.3014,-0.0194,-0.4077,1.85,38.69,7.37,34.91,Rack,Flat Plate,0.992,1.978,1,0.201842055,,11/15/2017
Trina Solar,TSM-355DEG14.40(II),355 W Double Glass Monocrystalline Module,UL 1703,355,323.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.962,72,1,N,9.69,47,9.17,38.7,46.2,-0.4246,0.0546,-0.3014,-0.0194,-0.4077,1.85,38.69,7.37,34.91,Rack,Flat Plate,0.992,1.978,1,0.201842055,,11/15/2017
Trina Solar,TSM-355DEG14.47(II),355 W Double Glass Monocrystalline Module,UL 1703,355,323.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.962,72,1,N,9.69,47,9.17,38.7,46.2,-0.4246,0.0546,-0.3014,-0.0194,-0.4077,1.85,38.69,7.37,34.91,Rack,Flat Plate,0.992,1.978,1,0.201842055,,11/15/2017
Trina Solar,TSM-355DEG14C.07(II),355 W_ 72 cell double glass bifacial Monocrystalline module_ clear backsheet_ 1000V max system Vdc,UL 1703,355,326.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.96,72,,N,9.61,47.8,9.01,39.4,44.4,-0.42,0.038,-0.289,-0.03,-0.395,1.82,37.97,7.32,35.8,,,,,,,6/1/2018,
Trina Solar,TSM-355DEG14C.27(II),355 W_ 72 cell double glass bifacial monocrystalline module_ clear laminate_ 1500V max system Vdc,UL 1703,355,330,,11/8/2018,No Information Submitted,Monocrystalline,Mono-c-Si,1.96,72,1,N,9.61,47.8,9.01,39.4,44.3,-0.365,0.042,-0.28,,,1.82,37.79,7.32,36.1,,,,,,,5/1/2019,
Trina Solar,TSM-355PE15H,355 W_ 144 half-cut cell polycrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730_ UL 1703,355,329.8,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.99,48,3,N,9.81,47,9.32,38.1,44.3,-0.367,0.045,-0.296,,,1.81,36.68,7.29,35.8,,,,,,,9/16/2019,3/11/2020
Trina Solar,TSM-355PE15H.T0,355 W_ 144 half-cut cell polycrystalline module_ white backsheet_ 1500V max system Vdc,UL 61730_ UL 1703,355,327,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.99,48,3,N,9.81,47,9.32,38.1,46,-0.375,0.051,-0.302,,,1.83,36.39,7.39,35.4,,,,,,,10/1/2019,3/11/2020
Trina Solar,TSM-360DD14A(II),360 W Monocrystalline Module,UL 1703,360,324.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.79,47.2,9.26,38.9,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.86,38.96,7.37,34.84,Rack,Flat Plate,0.992,1.956,1,0.200870547,,11/15/2017
Trina Solar,TSM-360DD14A.05(II),360 W Monocrystalline Module,UL 1703,360,324.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.79,47.2,9.26,38.9,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.86,38.96,7.37,34.84,Rack,Flat Plate,0.992,1.956,1,0.200870547,,11/15/2017
Trina Solar,TSM-360DD14A.08(II),360 W Monocrystalline Module,UL 1703,360,324.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.79,47.2,9.26,38.9,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.86,38.96,7.37,34.84,Rack,Flat Plate,0.992,1.956,1,0.200870547,,11/15/2017
Trina Solar,TSM-360DD14A.10(II),360 W Monocrystalline Module,UL 1703,360,324.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.79,47.2,9.26,38.9,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.86,38.96,7.37,34.84,Rack,Flat Plate,0.992,1.956,1,0.200870547,,11/15/2017
Trina Solar,TSM-360DD14A.15(II),360 W Monocrystalline Module,UL 1703,360,324.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.79,47.2,9.26,38.9,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.86,38.96,7.37,34.84,Rack,Flat Plate,0.992,1.956,1,0.200870547,,11/15/2017
Trina Solar,TSM-360DD14A.18(II),360 W Monocrystalline Module,UL 1703,360,324.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.79,47.2,9.26,38.9,46.3,-0.4625,0.0517,-0.3474,-0.0045,-0.459,1.86,38.96,7.37,34.84,Rack,Flat Plate,0.992,1.956,1,0.200870547,,11/15/2017
Trina Solar,TSM-360DE06X.05(II),360 W_ 132 half cut cell monocrystalline module_ black backsheet and frame_ 1500V max system Vdc,UL 61730,360,334.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.82,66,2,N,10.3,44.8,9.74,37,46.5,-0.339,0.037,-0.264,,,1.92,36.73,7.62,35.4,,,,,,,5/21/2021,
